date,up4,dn4,ratio5,ratio10,up25qtr,dn25qtr,up25month,dn25month,up50month,dn50month,up13_34,dn13_34,universe,t2108,sp500,year,freshness_ratio,euphoria_ratio,acceleration_ratio,damage_ratio,monthly_momentum,trend_stage,sp500_fwd5,sp500_fwd10,sp500_fwd20,fresh_decile,euph_zone,accel_zone,mm_zone,damage_zone
2014-12-18,308,50,1.34,0.86,907,624,90,123.0,21,5,1053,973.0,6262,46.51,2061.23,2015,0.09922822491730982,0.23333333333333334,1.1609702315325248,0.6879823594266814,0.7317073170731707,EXHAUSTION,0.013360954381607115,-0.019721234408581312,-0.01876549438927244,4,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),NEGATIVE (<1x),ELEVATED (0.5-0.7)
2014-12-19,325,111,1.88,0.95,975,583,82,112.0,20,6,1141,912.0,6266,49.76,2070.65,2015,0.0841025641025641,0.24390243902439024,1.1702564102564104,0.597948717948718,0.7321428571428571,EXHAUSTION,0.009620167580228545,-0.032859247096322486,-0.01860768357762066,3,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),NEGATIVE (<1x),ELEVATED (0.5-0.7)
2014-12-22,79,77,3.25,1.24,996,575,79,136.0,18,10,1138,914.0,6263,50.58,2078.54,2015,0.07931726907630522,0.22784810126582278,1.142570281124498,0.5773092369477911,0.5808823529411765,EXHAUSTION,0.0008708035447957396,-0.025325468838704013,-0.007404235665418923,3,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),NEGATIVE (<1x),ELEVATED (0.5-0.7)
2014-12-23,100,141,3.24,1.09,1028,564,69,118.0,12,7,1133,893.0,6262,52.3,2082.17,2015,0.06712062256809338,0.17391304347826086,1.1021400778210118,0.5486381322957199,0.5847457627118644,EXHAUSTION,-0.011175840589385144,-0.00961977168050654,-0.01457613931619417,2,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),NEGATIVE (<1x),ELEVATED (0.5-0.7)
2014-12-24,37,8,2.19,1.38,1040,564,70,116.0,15,6,1135,851.0,6261,51.69,2081.88,2015,0.0673076923076923,0.21428571428571427,1.0913461538461537,0.5423076923076923,0.603448275862069,EXHAUSTION,-0.011374334735911873,-0.017806021480584966,-0.011907506676657631,2,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),NEGATIVE (<1x),ELEVATED (0.5-0.7)
2014-12-26,139,48,1.77,1.47,1122,537,69,104.0,13,5,1233,791.0,6261,53.75,2088.77,2015,0.06149732620320856,0.18840579710144928,1.0989304812834224,0.4786096256684492,0.6634615384615384,EXHAUSTION,-0.032646006980184494,-0.02896920197053765,-0.02835161362907357,1,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),NEGATIVE (<1x),MODERATE (0.3-0.5)
2014-12-29,121,119,1.21,1.65,1116,548,78,66.0,15,6,1256,817.0,6262,52.89,2090.57,2015,0.06989247311827956,0.19230769230769232,1.125448028673835,0.4910394265232975,1.1818181818181819,EXHAUSTION,-0.04207464949750561,-0.03230697847955355,-0.04228990179711756,2,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),WEAK (1-2x),MODERATE (0.3-0.5)
2014-12-30,98,91,1.22,2.26,1083,552,89,45.0,18,2,1190,817.0,6263,53.03,2080.35,2015,0.08217913204062789,0.20224719101123595,1.0987996306555863,0.5096952908587258,1.9777777777777779,EXHAUSTION,-0.026173480423967055,-0.03320595092171985,-0.028408681231523514,3,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),WEAK (1-2x),ELEVATED (0.5-0.7)
2014-12-31,111,60,1.55,2.5,1071,531,76,40.0,15,1,1127,816.0,6263,49.53,2058.9,2015,0.07096171802054155,0.19736842105263158,1.0522875816993464,0.4957983193277311,1.9,EXHAUSTION,0.0015736558356402863,-0.03216766234397006,-0.031040847054252363,2,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),WEAK (1-2x),MODERATE (0.3-0.5)
2015-01-02,108,52,1.56,1.88,1051,485,67,33.0,14,2,1128,762.0,6264,50.63,2058.2,2015,0.06374881065651761,0.208955223880597,1.0732635585156993,0.461465271170314,2.0303030303030303,EXHAUSTION,-0.006505684578758109,-0.018841706345350206,-0.0181469244971334,1,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),MODERATE (2-3x),MODERATE (0.3-0.5)
2015-01-05,104,444,0.71,1.06,894,550,73,38.0,19,2,903,911.0,6260,38.8,2020.58,2015,0.08165548098434004,0.2602739726027397,1.0100671140939597,0.6152125279642058,1.9210526315789473,EXHAUSTION,0.003800888853695561,0.0009749675835650784,0.014575023013194466,3,ELEVATED (25-35%),SLIGHT ACCEL (1.0-1.2),WEAK (1-2x),ELEVATED (0.5-0.7)
2015-01-06,94,288,0.55,0.75,798,591,55,46.0,14,3,746,1069.0,6260,33.96,2002.61,2015,0.06892230576441102,0.2545454545454545,0.9348370927318296,0.7406015037593985,1.1956521739130435,EXHAUSTION,0.01019669331522377,0.014735769820384492,0.019424650830666135,2,ELEVATED (25-35%),FLAT (0.8-1.0),WEAK (1-2x),HIGH (0.7-1.0)
2015-01-07,185,66,0.66,0.83,900,572,71,24.0,16,2,862,986.0,6261,40.41,2025.9,2015,0.07888888888888888,0.22535211267605634,0.9577777777777777,0.6355555555555555,2.9583333333333335,EXHAUSTION,-0.007221481810553376,0.018386889777382898,0.018075916876449938,3,NORMAL (15-25%),FLAT (0.8-1.0),MODERATE (2-3x),ELEVATED (0.5-0.7)
2015-01-08,325,48,0.91,1.08,1040,516,68,25.0,13,2,1050,870.0,6261,49.37,2062.14,2015,0.06538461538461539,0.19117647058823528,1.0096153846153846,0.49615384615384617,2.72,EXHAUSTION,-0.03368830438282555,-0.0050045098780876485,-0.0032393532931808133,1,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),MODERATE (2-3x),MODERATE (0.3-0.5)
2015-01-09,106,79,0.88,1.07,990,529,87,22.0,13,2,985,936.0,6260,45.51,2044.81,2015,0.08787878787878788,0.14942528735632185,0.9949494949494949,0.5343434343434343,3.9545454545454546,EXHAUSTION,-0.012416801561025204,0.006005447938928432,0.0009438529741150337,3,LOW (<15%),FLAT (0.8-1.0),STRONG (3-5x),ELEVATED (0.5-0.7)
2015-01-12,138,232,1.19,0.94,980,562,80,27.0,19,3,929,1040.0,6260,42.66,2028.26,2015,0.08163265306122448,0.2375,0.9479591836734694,0.573469387755102,2.962962962962963,EXHAUSTION,-0.0028152209282833462,0.0006360131344107511,0.019884038535493476,3,NORMAL (15-25%),FLAT (0.8-1.0),MODERATE (2-3x),ELEVATED (0.5-0.7)
2015-01-13,90,217,1.31,0.86,965,592,81,31.0,19,5,875,1072.0,6260,42.47,2023.03,2015,0.08393782383419689,0.2345679012345679,0.9067357512953368,0.6134715025906736,2.6129032258064515,EXHAUSTION,0.0044932601098353064,-0.010316208855034259,0.022491015951320747,3,NORMAL (15-25%),FLAT (0.8-1.0),MODERATE (2-3x),ELEVATED (0.5-0.7)
2015-01-14,95,133,1.06,0.84,926,609,101,30.0,24,5,874,1117.0,6257,39.81,2011.27,2015,0.10907127429805616,0.2376237623762376,0.9438444924406048,0.6576673866090713,3.3666666666666667,EXHAUSTION,0.025794647163235318,0.004962038910738098,0.03838867978938687,5,NORMAL (15-25%),FLAT (0.8-1.0),STRONG (3-5x),ELEVATED (0.5-0.7)
2015-01-15,70,326,0.51,0.7,770,676,73,38.0,15,7,728,1321.0,6242,36.5,1992.67,2015,0.09480519480519481,0.2054794520547945,0.9454545454545454,0.8779220779220779,1.9210526315789473,EXHAUSTION,0.029683791094360812,0.0011642670386968756,0.05235186960209148,4,NORMAL (15-25%),FLAT (0.8-1.0),WEAK (1-2x),HIGH (0.7-1.0)
2015-01-16,227,50,0.65,0.76,854,600,68,42.0,11,7,919,1005.0,5876,42.84,2019.42,2015,0.07962529274004684,0.16176470588235295,1.076112412177986,0.702576112412178,1.619047619047619,EXHAUSTION,0.018653870913430515,0.000708124114844777,0.04007091144982233,3,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),WEAK (1-2x),HIGH (0.7-1.0)
2015-01-20,131,175,0.68,0.91,781,631,54,51.0,9,9,867,1052.0,5876,40.89,2022.55,2015,0.06914212548015365,0.16666666666666666,1.1101152368758003,0.8079385403329066,1.0588235294117647,EXHAUSTION,0.0034609774789251535,0.013586808731551825,0.038135027564213386,2,NORMAL (15-25%),SLIGHT ACCEL (1.0-1.2),WEAK (1-2x),HIGH (0.7-1.0)
2015-01-21,150,124,0.83,1.05,738,618,51,72.0,6,8,858,1052.0,5876,42.11,2032.12,2015,0.06910569105691057,0.11764705882352941,1.1626016260162602,0.8373983739837398,0.7083333333333334,EXHAUSTION,-0.014743223825364526,0.004620790110820172,0.0321486920063776,2,LOW (<15%),SLIGHT ACCEL (1.0-1.2),NEGATIVE (<1x),HIGH (0.7-1.0)
2015-01-22,249,81,1.09,1.08,788,589,51,62.0,11,6,1039,904.0,5878,51.18,2063.15,2015,0.06472081218274112,0.21568627450980393,1.3185279187817258,0.7474619289340102,0.8225806451612904,EXHAUSTION,-0.020308751181445928,-0.00030535831132016966,0.022853403775779713,1,NORMAL (15-25%),ACCELERATING (1.2-1.5),NEGATIVE (<1x),HIGH (0.7-1.0)
2015-01-23,113,107,1.62,0.9,760,582,70,65.0,10,6,1022,908.0,5880,48.84,2051.82,2015,0.09210526315789473,0.14285714285714285,1.3447368421052632,0.7657894736842106,1.0769230769230769,EXHAUSTION,-0.027697361366981532,0.001774034759384202,0.028189607275491912,4,LOW (<15%),ACCELERATING (1.2-1.5),WEAK (1-2x),HIGH (0.7-1.0)
2015-01-26,219,42,1.63,1.0,810,548,76,52.0,11,6,1151,813.0,5880,53.37,2057.09,2015,0.09382716049382717,0.14473684210526316,1.4209876543209876,0.6765432098765433,1.4615384615384615,EXHAUSTION,-0.017617119328760644,-0.005031379278495396,0.028384757108342207,4,LOW (<15%),ACCELERATING (1.2-1.5),WEAK (1-2x),ELEVATED (0.5-0.7)
2015-01-27,114,65,2.02,1.1,761,545,67,60.0,12,7,1137,785.0,5884,51.48,2029.55,2015,0.08804204993429698,0.1791044776119403,1.4940867279894876,0.7161629434954008,1.1166666666666667,EXHAUSTION,0.010090906851272674,0.019235791185238105,0.04154122835111229,3,NORMAL (15-25%),ACCELERATING (1.2-1.5),WEAK (1-2x),HIGH (0.7-1.0)
2015-01-28,60,329,1.21,1.0,636,608,62,73.0,12,7,931,987.0,5886,43.51,2002.16,2015,0.09748427672955975,0.1935483870967742,1.4638364779874213,0.9559748427672956,0.8493150684931506,EXHAUSTION,0.019653773924161788,0.033149198865225715,0.054231430055539764,4,NORMAL (15-25%),ACCELERATING (1.2-1.5),NEGATIVE (<1x),HIGH (0.7-1.0)
2015-01-29,150,99,1.02,1.06,694,591,63,65.0,11,6,1040,889.0,5887,48.45,2021.25,2015,0.09077809798270893,0.1746031746031746,1.4985590778097984,0.8515850144092219,0.9692307692307692,EXHAUSTION,0.020418058132343875,0.0332615955473099,0.04118738404452693,4,NORMAL (15-25%),ACCELERATING (1.2-1.5),NEGATIVE (<1x),HIGH (0.7-1.0)
2015-01-30,95,272,0.79,1.12,591,625,60,83.0,12,7,867,1026.0,5891,41.74,1994.99,2015,0.10152284263959391,0.2,1.467005076142132,1.0575296108291032,0.7228915662650602,EXHAUSTION,0.030310928876836396,0.051128075829953934,0.061353690995944676,5,NORMAL (15-25%),ACCELERATING (1.2-1.5),NEGATIVE (<1x),EXTREME (>1.0)
2015-02-02,225,70,0.77,1.1,623,567,55,72.0,13,6,977,886.0,5894,49.1,2020.85,2015,0.08828250401284109,0.23636363636363636,1.5682182985553772,0.9101123595505618,0.7638888888888888,EXHAUSTION,0.01281144073038587,0.0393349333201376,0.04301655244080482,4,NORMAL (15-25%),STRONG ACCEL (>1.5),NEGATIVE (<1x),HIGH (0.7-1.0)
2015-02-03,465,56,1.2,1.48,680,502,72,51.0,10,5,1159,690.0,5907,62.21,2050.03,2015,0.10588235294117647,0.1388888888888889,1.7044117647058823,0.7382352941176471,1.411764705882353,EXHAUSTION,0.009053526045960325,0.02421915776842276,0.02365819036794581,5,LOW (<15%),STRONG ACCEL (>1.5),WEAK (1-2x),HIGH (0.7-1.0)
2015-02-04,86,97,1.72,1.46,657,537,70,44.0,12,5,1144,770.0,5911,58.47,2041.51,2015,0.106544901065449,0.17142857142857143,1.7412480974124809,0.817351598173516,1.5909090909090908,EXHAUSTION,0.013235301321081083,0.027401286302785488,0.029159788587858948,5,NORMAL (15-25%),STRONG ACCEL (>1.5),WEAK (1-2x),HIGH (0.7-1.0)
2015-02-05,268,60,2.05,1.5,753,462,87,33.0,13,3,1236,648.0,5913,67.35,2062.52,2015,0.11553784860557768,0.14942528735632185,1.6414342629482073,0.6135458167330677,2.6363636363636362,EXHAUSTION,0.012586544615325046,0.023165835967651427,0.004237534666330589,6,LOW (<15%),STRONG ACCEL (>1.5),MODERATE (2-3x),ELEVATED (0.5-0.7)
2015-02-06,135,203,2.43,1.41,721,468,68,40.0,8,3,1160,685.0,5914,63.45,2055.46,2015,0.09431345353675451,0.11764705882352941,1.608876560332871,0.6490984743411928,1.7,EXHAUSTION,0.02020472303036769,0.026368793360123766,0.011656758097944087,4,LOW (<15%),STRONG ACCEL (>1.5),WEAK (1-2x),ELEVATED (0.5-0.7)
2015-02-09,140,64,2.28,1.32,708,453,70,48.0,6,4,1120,704.0,5916,60.44,2046.74,2015,0.09887005649717515,0.08571428571428572,1.5819209039548023,0.6398305084745762,1.4583333333333333,EXHAUSTION,0.026187986749660608,0.03358511584275492,-0.0012605411532485844,4,LOW (<15%),STRONG ACCEL (>1.5),WEAK (1-2x),ELEVATED (0.5-0.7)
2015-02-10,133,98,1.46,1.3,695,462,83,36.0,6,4,1157,697.0,5920,61.58,2068.59,2015,0.11942446043165468,0.07228915662650602,1.6647482014388488,0.6647482014388489,2.3055555555555554,EXHAUSTION,0.01502956119869081,0.021884472031673763,-0.013704987455223194,6,LOW (<15%),STRONG ACCEL (>1.5),MODERATE (2-3x),ELEVATED (0.5-0.7)
2015-02-11,106,90,1.52,1.63,677,475,78,36.0,7,2,1149,732.0,5922,56.73,2068.53,2015,0.11521418020679468,0.08974358974358974,1.6971935007385524,0.7016248153618907,2.1666666666666665,EXHAUSTION,0.013980942988498946,0.0204057954199357,-0.0012472625487667255,6,LOW (<15%),STRONG ACCEL (>1.5),MODERATE (2-3x),HIGH (0.7-1.0)
2015-02-12,226,59,1.44,1.76,765,430,101,28.0,9,2,1321,651.0,5923,63.04,2088.48,2015,0.13202614379084968,0.0891089108910891,1.7267973856209151,0.5620915032679739,3.607142857142857,EXHAUSTION,0.01044778978012717,0.007670650425189551,-0.016796904926070555,7,LOW (<15%),STRONG ACCEL (>1.5),STRONG (3-5x),ELEVATED (0.5-0.7)
2015-02-13,223,51,2.29,2.37,845,387,161,19.0,13,2,1446,573.0,5920,64.45,2096.99,2015,0.19053254437869824,0.08074534161490683,1.711242603550296,0.45798816568047335,8.473684210526315,NEUTRAL,0.006041993524051215,0.009728229509916586,-0.007534609130229408,9,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-02-17,188,77,2.34,2.3,860,376,126,23.0,13,3,1515,534.0,5917,62.97,2100.34,2015,0.14651162790697675,0.10317460317460317,1.7616279069767442,0.4372093023255814,5.478260869565218,EXHAUSTION,0.007208356742241628,0.003542283630269427,-0.012464648580706172,7,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-02-18,129,82,2.72,1.85,879,362,136,16.0,15,2,1549,519.0,5916,62.37,2099.68,2015,0.1547212741751991,0.11029411764705882,1.7622298065984072,0.4118316268486917,8.5,NEUTRAL,0.006753410043435437,-0.0005477025070484975,-8.572734892930978e-05,8,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-02-19,123,58,2.26,1.98,902,362,134,16.0,14,3,1585,523.0,5916,61.83,2097.45,2015,0.14855875831485588,0.1044776119402985,1.7572062084257207,0.401330376940133,8.375,EXHAUSTION,0.006336265465207713,0.0017116021836038886,-0.003899973777682364,7,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-02-20,120,79,1.61,1.77,885,387,115,20.0,17,3,1635,548.0,5908,64.01,2110.3,2015,0.12994350282485875,0.14782608695652175,1.847457627118644,0.43728813559322033,5.75,EXHAUSTION,-0.002748424394635962,-0.018499739373548763,-0.0010425058048619817,7,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-02-23,106,118,1.42,1.93,804,400,118,21.0,13,3,1546,551.0,5906,63.57,2109.66,2015,0.14676616915422885,0.11016949152542373,1.9228855721393034,0.4975124378109453,5.619047619047619,EXHAUSTION,0.0036640975323039005,-0.01433406330877951,-0.0024838125574736525,7,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-02-24,116,82,1.42,1.85,870,406,92,24.0,11,3,1612,524.0,5907,64.24,2115.48,2015,0.10574712643678161,0.11956521739130435,1.8528735632183908,0.4666666666666667,3.8333333333333335,EXHAUSTION,-0.003639835876491304,-0.03371338892355391,-0.011335488872501798,5,LOW (<15%),STRONG ACCEL (>1.5),STRONG (3-5x),MODERATE (0.3-0.5)
2015-02-25,183,69,1.6,1.99,911,392,112,20.0,15,3,1601,512.0,5907,64.91,2113.86,2015,0.12294182217343579,0.13392857142857142,1.7574094401756313,0.43029637760702527,5.6,EXHAUSTION,-0.007252135903039858,-0.03482728279072411,-0.02498273300975462,6,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-02-26,153,127,1.43,1.95,930,406,155,15.0,16,3,1557,513.0,5889,63.79,2110.74,2015,0.16666666666666666,0.1032258064516129,1.6741935483870967,0.43655913978494626,10.333333333333334,NEUTRAL,-0.0045955446904876185,-0.021220046050200336,-0.02586296749007444,8,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-02-27,116,133,1.27,1.66,911,406,141,25.0,13,5,1500,542.0,5891,63.9,2104.5,2015,0.15477497255762898,0.09219858156028368,1.646542261251372,0.4456641053787047,5.64,NEUTRAL,-0.015794725588025527,-0.024281301971964764,-0.020660489427417494,8,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-03-02,148,91,1.43,1.51,957,411,183,26.0,18,6,1593,535.0,5891,64.01,2117.39,2015,0.19122257053291536,0.09836065573770492,1.664576802507837,0.42946708463949845,7.038461538461538,NEUTRAL,-0.017932454578514,-0.017096519771983343,-0.014711508035836651,9,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-03-03,102,110,1.32,1.37,915,405,155,29.0,16,6,1483,566.0,5771,63.35,2107.78,2015,0.16939890710382513,0.1032258064516129,1.6207650273224044,0.4426229508196721,5.344827586206897,NEUTRAL,-0.030183415726499074,-0.01595043125942952,-0.018925125013047106,8,LOW (<15%),STRONG ACCEL (>1.5),VERY STRONG (>5x),MODERATE (0.3-0.5)
2015-03-04,110,95,1.13,1.33,918,352,127,36.0,19,6,1450,590.0,5763,60.86,2098.53,2015,0.1383442265795207,0.14960629921259844,1.579520697167756,0.38344226579520696,3.5277777777777777,EXHAUSTION,-0.02777658646767034,0.00046222832172992945,-0.01850819383091984,7,LOW (<15%),STRONG ACCEL (>1.5),STRONG (3-5x),MODERATE (0.3-0.5)
2015-03-05,164,68,1.29,1.36,949,320,153,32.0,26,6,1459,583.0,5764,60.27,2101.04,2015,0.1612223393045311,0.16993464052287582,1.5374077976817704,0.33719704952581664,4.78125,NEUTRAL,-0.016701252712942205,-0.005601987587099733,-0.01622053840003046,8,NORMAL (15-25%),STRONG ACCEL (>1.5),STRONG (3-5x),MODERATE (0.3-0.5)
2015-03-06,73,217,1.03,1.15,838,375,111,45.0,16,6,1258,719.0,5767,49.07,2071.26,2015,0.1324582338902148,0.14414414414414414,1.5011933174224343,0.44749403341288785,2.466666666666667,EXHAUSTION,-0.00862277068064854,0.017786275021001607,0.004552784295549506,7,LOW (<15%),STRONG ACCEL (>1.5),MODERATE (2-3x),MODERATE (0.3-0.5)
2015-03-09,90,155,0.84,1.09,840,404,122,48.0,23,7,1272,743.0,5698,49.12,2079.42,2015,0.14523809523809525,0.1885245901639344,1.5142857142857142,0.48095238095238096,2.5416666666666665,EXHAUSTION,0.0008511988919988056,0.012022583220321126,-0.0014859912860317737,7,NORMAL (15-25%),STRONG ACCEL (>1.5),MODERATE (2-3x),MODERATE (0.3-0.5)
2015-03-10,51,249,0.62,0.91,739,447,114,66.0,20,7,1040,896.0,5700,38.84,2044.16,2015,0.15426251691474965,0.17543859649122806,1.4073071718538566,0.6048714479025711,1.7272727272727273,NEUTRAL,0.014675954915466471,0.023158656856606008,0.018462351283656808,8,NORMAL (15-25%),ACCELERATING (1.2-1.5),WEAK (1-2x),ELEVATED (0.5-0.7)
2015-03-11,101,84,0.62,0.83,772,449,104,50.0,18,6,1045,888.0,5700,40.07,2040.24,2015,0.13471502590673576,0.17307692307692307,1.3536269430051813,0.5816062176165803,2.08,EXHAUSTION,0.02904560247813981,0.010199780417990079,0.024967650864604174,7,NORMAL (15-25%),ACCELERATING (1.2-1.5),MODERATE (2-3x),ELEVATED (0.5-0.7)
2015-03-12,182,86,0.63,0.88,835,419,108,38.0,16,6,1196,783.0,5698,46.6,2065.95,2015,0.12934131736526946,0.14814814814814814,1.4323353293413175,0.5017964071856288,2.8421052631578947,EXHAUSTION,0.011287785280379659,-0.004743580435150774,0.01747864178707137,7,LOW (<15%),ACCELERATING (1.2-1.5),MODERATE (2-3x),ELEVATED (0.5-0.7)
2015-03-13,90,129,0.73,0.87,810,457,99,57.0,12,8,1118,864.0,5693,42.43,2053.4,2015,0.12222222222222222,0.12121212121212122,1.3802469135802469,0.5641975308641975,1.736842105263158,EXHAUSTION,0.026638745495276117,0.00371091847667282,0.01900749975650129,6,LOW (<15%),ACCELERATING (1.2-1.5),WEAK (1-2x),ELEVATED (0.5-0.7)
